200,16
200,23
200,17
200,17
200,18
200,19
200,13
200,17
200,18
200,17
200,15
200,14
200,17
200,16
200,14
200,14
200,14
200,15
200,15
200,17
200,13
200,17
200,14
200,16
200,15
200,18
200,17
200,13
200,21
200,18
200,17
200,16
200,17
200,16
200,15
200,14
200,13
200,13
200,17
200,13
200,16
200,14
200,15
200,14
200,15
200,14
200,14
200,13
200,13
200,18
200,17
200,15
200,18
200,15
200,13
200,15
200,13
200,17
200,13
200,12
200,17
200,17
200,17
200,14
200,18
200,18
200,13
200,15
200,18
200,18
200,18
200,18
200,19
200,18
200,18
200,15
200,14
200,13
200,13
200,28
200,20
200,18
200,14
200,13
200,18
200,17
200,18
200,13
200,13
200,13
200,17
200,19
200,17
200,14
200,13
200,16
200,13
200,17
200,17
200,18
200,13
200,15
200,16
200,15
200,12
200,13
200,18
200,18
200,16
200,13
200,17
200,18
200,18
200,17
200,18
200,18
200,17
200,13
200,13
200,15
200,16
200,20
200,18
200,15
200,19
200,18
200,18
200,19
200,18
200,19
200,14
200,16
200,15
200,15
200,15
200,18
200,18
200,18
200,17
200,14
200,13
200,14
200,14
200,15
200,17
200,17
200,14
200,17
200,12
200,12
200,13
200,16
200,16
200,13
200,13
200,17
200,17
200,18
200,13
200,17
200,13
200,18
200,13
200,13
200,13
200,14
200,13
200,18
200,18
200,19
200,18
200,14
200,16
200,18
200,13
200,12
200,15
200,19
200,18
200,18
200,14
200,12
200,14
200,18
200,16
200,13
200,18
200,18
200,19
200,13
200,18
200,19
200,13
200,13
200,13
200,12
200,18
200,15
200,19
200,17
200,14
200,20
200,17
200,18
200,17
200,19
200,14
200,13
200,13
200,15
200,13
200,17
200,13
200,17
200,14
200,17
200,18
200,17
200,16
200,18
200,17
200,17
200,18
200,13
200,15
200,23
200,13
200,17
200,16
200,19
200,18
200,18
200,13
200,17
200,14
200,16
200,13
200,17
200,17
200,13
200,15
200,15
200,13
200,14
200,12
200,18
200,17
200,17
200,12
200,13
200,17
200,16
200,16
200,13
200,13
200,14
200,20
200,18
200,13
200,14
200,17
200,14
200,14
200,14
200,18
200,13
200,15
200,12
200,12
200,16
200,18
200,18
200,13
200,12
200,19
200,18
200,15
200,17
200,14
200,17
200,14
200,13
200,14
200,12
200,16
200,14
200,13
200,12
200,17
200,14
200,13
200,14
200,13
200,12
200,12
200,13
200,15
200,13
200,13
200,14
200,12
200,18
200,18
200,17
200,16
200,22
200,17
200,12
200,14
200,12
200,14
200,17
200,17
200,12
200,13
200,16
200,16
200,19
200,13
200,17
200,15
200,17
200,16
200,17
200,15
200,15
200,18
200,16
200,18
200,17
200,17
200,14
200,13
200,13
200,17
200,22
200,17
200,18
200,14
200,15
200,13
200,14
200,13
200,14
200,16
200,19
200,13
200,12
200,14
200,13
200,18
200,18
200,14
200,12
200,13
200,13
200,14
200,15
200,13
200,17
200,14
200,14
200,17
200,13
200,18
200,15
200,18
200,17
200,13
200,13
200,15
200,13
200,18
200,14
200,17
200,16
200,18
200,17
200,18
200,18
200,16
200,16
200,17
200,13
200,16
200,17
200,14
200,15
200,18
200,13
200,12
200,17
200,18
200,18
200,13
200,18
200,18
200,17
200,17
200,19
200,18
200,17
200,18
200,16
200,17
200,17
200,14
200,15
200,15
200,18
200,14
200,17
200,17
200,17
200,14
200,17
200,13
200,13
200,17
200,17
200,17
200,13
200,14
200,17
200,17
200,15
200,15
200,14
200,14
200,12
200,13
200,14
200,12
200,14
200,16
200,15
200,13
200,13
200,13
200,15
200,13
200,14
200,14
200,13
200,18
200,17
200,23
200,16
200,14
200,16
200,16
200,14
200,13
200,15
200,14
200,13
200,13
200,12
200,12
200,14
200,15
200,18
200,14
200,14
200,15
200,15
200,12
200,14
200,13
200,14
200,13
200,15
200,13
200,16
200,17
200,15
200,15
200,14
200,16
200,15
200,15
200,15
200,17
200,17
200,14
200,18
200,17
200,18
